,Place,Hotel Name,Destination,Actual Price,Offer Percentage,Price,Ratings,Review
1825,ghaziabad,Hotel O 2nd Home Cottage,Vasundhara,₹2442,74%,₹509,5,Excellent
1826,ghaziabad,Hotel O Platinum,Ghaziabad,₹3177,71%,₹721,16,Good
1827,ghaziabad,Hotel O SHANKAR HOTEL,ghaziabad uttar pradesh,₹2442,74%,₹478,19,Fair
1828,ghaziabad,Hotel O Best Stay,near SJM Hospital NH-24,₹2469,72%,₹550,2,Good
1829,ghaziabad,Hotel O Foji Guest House,Loni,₹2844,74%,₹579,9,Fair
1830,ghaziabad,Townhouse Lucky Grand Palace,sector 1 vaishali near max hospital gate no-01,₹4851,67%,₹1288,93,Fabulous
1831,ghaziabad,Hotel O Raghav Hotel,Near HDFC,₹3419,71%,₹804,128,Good
1832,ghaziabad,Hotel O Pari In Hotel ,Ghaziabad,₹2697,72%,₹606,7,Good
1833,ghaziabad,Hotel O Gold Coast Crossing,crossing republiknull,₹2630,76%,₹493,21,Fair
1834,ghaziabad,Hotel O Sweet Dreams,Centrally Located,₹2952,67%,₹758,52,Good
1835,ghaziabad,Hotel O THE ROYAL DIAMOND ,gali no.1 indirapura ghaziabad,₹2338,71%,₹522,36,Good
1836,ghaziabad,HOTEL AVANTA,opposite modinagar tehsil,₹2025,67%,₹519,24,Very Good
1837,ghaziabad,Collection O One Hotel,Vasundhara,₹2765,72%,₹590,94,Good
1838,ghaziabad,Garima Garden Townhouse,Near Miray Farm Housenullnull,₹3344,72%,₹760,19,Good
1839,ghaziabad,Hotel O Sai Residency,Plot No -672  Shakti khand -3 Indirapuram Ghaziabad 201014,₹3224,71%,₹728,52,Very Good
1840,ghaziabad,Hotel O Vasundhra Grand,Vasundhara,₹3185,78%,₹521,18,Good
1841,ghaziabad,Hotel O Blue Heavan ,Ghaziabad,₹3597,72%,₹820,20,Very Good
1842,ghaziabad,Hotel O Nehru Nagar Near Bus Stand,Near Old Bus Stand,₹3384,71%,₹770,7,Very Good
1843,ghaziabad,Super Hotel O Rahul Vihar Ghaziabad ,Vijay Nagar,₹2930,69%,₹754,62,Excellent
1844,ghaziabad,HOTEL O 4 SQUARE A LUXURY ROOMS NEAR RDC MAIN MARKET,Near Nehru Nagar,₹2305,74%,₹470,62,Fabulous
1845,ghaziabad,Collection O HOTEL STAR INN,5/17/4Site  Loni Road Industrial Area Mohan Nagar,₹2541,71%,₹589,97,Fabulous
1846,ghaziabad,Hotel O RIDHI HOTEL LUXURIOUS,Plot A114 & B114 HAIBATPUR,₹3494,67%,₹919,44,Very Good
1847,ghaziabad,Collection O Sector 5 Ghaziabad,Near Budh Chowk,₹3901,68%,₹1030,705,Excellent
1848,ghaziabad,Hotel O Mahipal Yaduvanshi,Mahipal Yaduvanshi Restaurant Sarvodaya Nagar,₹2452,71%,₹549,4,Fair
1849,ghaziabad,Hotel O Amazing Inn,plot no 16 Ganga enclave maota gate  Pillar no 681 NH 58,₹2770,77%,₹501,16,Excellent
1850,ghaziabad,Hotel O Kaushal Hotel & Grand Banquet,Plot No 58 A Navyug Market,₹2634,71%,₹611,56,Good
1851,ghaziabad,SPOT ON 45514 Hotel Madhu Regency,III-M-69,₹2181,77%,₹377,5,Fair
1852,ghaziabad,Hotel O Zoom Hotels,Landmark- Behind Bishrakh mod police chowki.,₹2574,77%,₹461,42,Good
1853,ghaziabad,Townhouse The Royal Casa,100ft Road Ghaziabad,₹4274,71%,₹981,33,Very Good
1854,ghaziabad,Brijwasi guest house,Garhmukteshwar Hapur,₹2218,72%,₹493,2,Fabulous
1855,ghaziabad,Townhouse Golden Frame,Indirapuram,₹3841,68%,₹981,231,Very Good
1856,ghaziabad,SPOT ON Blue Sky Hotel,Nearby Landmark-  OPPOSITE SETH ANANDRAM JAIPURIA SCHOO,₹2353,77%,₹413,30,Good
1857,ghaziabad,Hotel O The Royal Guest House,ghaziabad,₹2750,78%,₹461,502,Very Good
1858,ghaziabad,Townhouse RELAX SUITS A BOUTIQUE HOTEL VASUNDHARA,vasundhara,₹3348,70%,₹818,8,Excellent
1859,ghaziabad,Hotel O Sr Gold,Modinagar,₹2254,72%,₹490,56,Good
1860,ghaziabad,Hotel O The Cloud Inn Hotel Grand Valley,Vasundhara,₹2574,75%,₹505,18,Excellent
1861,ghaziabad,Spot On Rana Ji Hotel & Restaurant,Masuri Dhaulana Road Khichra,₹2469,73%,₹528,,
1862,goa,Hotel O Sai Deep Place,North Goa,₹7148,67%,₹1902,6,Very Good
1863,goa,Hotel O Holiday Suites Benaulim Goa,Goa ,₹5957,72%,₹1377,6,Good
1864,goa,Hotel O Amigo Guest House,Praias Waddo,₹6115,74%,₹1301,27,Very Good
1865,goa,Hotel O Relax Stay,1.4 km from Reis Magos Fort,₹6309,76%,₹1231,5,Excellent
1866,goa,Hote O Pravin Holiday Homes,1.3 km from Calangute Beach,₹6707,68%,₹1725,18,Excellent
1867,goa,Hotel O Cathsil Cottages,Shiroli Pulachi,₹8866,76%,₹1773,6,Good
1868,goa,Hotel O Baga Village Home,BARDEZ,₹6989,72%,₹1626,2,Fair
1869,goa,SPOT ON 63651 Red Rocks Guest House,Near Khalchawada,₹6066,71%,₹1453,2,Very Good
1870,goa,Hotel O Red Sea Beach,Calangute,₹6989,72%,₹1626,4,Fair
1871,goa,Hotel O Soleil Rooms and Suites By Di Hospitality,Mdr19,₹8011,71%,₹1928,7,Good
1872,goa,Hotel O Etllina Valley Villa,North Goanull,₹6707,67%,₹1781,10,Fair
1873,goa,Hotel O Orchid De Goa,Before Shalala Handicrafts,₹6087,72%,₹1412,14,Good
1874,goa,Collection O USA Goa Beach Resort,Calangute,₹7474,75%,₹1484,1,Fair
1875,goa,Hotel O Summer Hill Guest House,Near HP petrol pump Nerul Bardez,₹8291,71%,₹2005,128,Good
1876,goa,Naavinya by DanCenter - 1BHK apartment in Siolim,Siolim,₹4720,48%,₹2070,11,Good
1877,goa,Capital O Royale Palms,Benaulim Beach Rd,₹6201,72%,₹1434,1,Fabulous
1878,goa,Hotel O U & I LIVINGS,Pernem,₹4828,68%,₹1242,,
1879,goa,Collection O Aqualura Verem Rd,Near Vereum Petrol Pump,₹6707,72%,₹1547,,
1880,goa,Collection O Bay,Morjim,₹7502,67%,₹1999,,
1881,goa,Hotel O Madan Motels,Plot No. 45 Khalchawada Arambol Goa,₹7422,72%,₹1729,,
1882,goa,Hotel O Guddan Holiday,North GOA,₹6115,72%,₹1412,14,Fabulous
1883,goa,Hotel O Sea View Baga,Bardez,₹5949,72%,₹1379,1,Fabulous
1884,goa,Hotel O Keegan Palms bhk,Near Durigo Goan Bar & Restaurant,₹6309,76%,₹1231,6,Fabulous
1885,goa,Collection O Resort Village Royal Near Calangute Beach,St. Alex Church,₹7474,72%,₹1721,23,Very Good
1886,goa,Hotel O Kams Coco De Parra,900 m from St. Anne's Church,₹5645,68%,₹1445,11,Very Good
1887,goa,Hotel O Delma's guest house,Opp. to Sanish restaurant,₹6115,71%,₹1459,6,Excellent
1888,goa,Hotel O Mayura Novacity,Near Mapusa Municipal Market,₹5949,72%,₹1379,3,Excellent
1889,goa,Hotel O Shoreline Horizon Hideaway ,854Anjuna Soranto Bardez,₹5949,72%,₹1379,14,Very Good
1890,goa,Hotel O Casa Montana,Calangute,₹6794,77%,₹1231,3,Fair
1891,goa,Hotel O Sunshine Guest House,Arambol,₹6066,72%,₹1368,1,Good
1892,goa,Hotel O Maina Mansion,Near Calangute Beach,₹5771,68%,₹1500,1,Fabulous
1893,goa,Hotel O Palm Bliss Guest House,North Goa,₹5734,76%,₹1112,30,Fair
1894,goa,Hotel O Santosh Place,Shiroli Pulachi,₹5678,78%,₹979,13,Very Good
1895,goa,Hotel O Aquamarine Suites,BAGA ARPORAnull,₹6115,72%,₹1372,67,Very Good
1896,goa,Super Collection O Peak Stay,Porvorim,₹9061,71%,₹2173,2,Fair
1897,goa,Hotel O Mahamaya Holiday Inn,Calangute,₹7422,72%,₹1729,2,Very Good
1898,goa,Hotel O K S Inn Hotel,Arambol Village,₹4810,72%,₹1095,1,Fabulous
1899,goa,Hotel O CASA JOI,Calangute,₹6406,74%,₹1365,23,Fair
1900,goa,Hotel O Dewa Near Dabolim Airport,Near Airport,₹7169,71%,₹1643,73,Good
1901,goa,Hotel O Shanel Beachside Resort By Joaquim Near Baga Beach,250 m from Baga Beach,₹15331,71%,₹3708,,
1902,goa,Hotel O Corinthia Boutique Rooms Near Candolim Beach,1 km from Candolim Beach,₹5395,71%,₹1226,21,Very Good
1903,goa,Hotel O Muktesh Chandra,Sabnis Valley,₹5096,72%,₹1168,94,Good
1904,goa,Hotel O Route Near Calangute Beach,Naika Wado,₹6066,75%,₹1213,62,Good
1905,goa,Hotel O Venkatesh Leela Hotel,Near Kashi Math Ground,₹6794,75%,₹1379,87,Good
1906,goa,Hotel O Joey's Place,2.3 km from Reis Magos Fortnull,₹6066,78%,₹1076,124,Fair
1907,goa,Super Hotel O 4 Pillar's Near Immaculate Conception Church,Near Community Centre,₹6628,67%,₹1760,162,Very Good
1908,goa,Hotel O Omkar Guest House Near Immaculate Conception Church,Centrally Located,₹4640,72%,₹1010,83,Very Good
1909,goa,Hotel O Casa De Gama Pinto Near Calangute Beach Road Mall,Saligao,₹4853,76%,₹917,73,Excellent
1910,goa,SPOT ON S.k Guest House,1.1 km from Calangute Beach,₹6066,80%,₹955,55,Fabulous
1911,goa,Super Hotel O The Goan Courtyard,Near Colva Beach,₹7375,68%,₹1911,204,Very Good
1912,goa,Hotel O Shubhankar,Karmali Station,₹5359,71%,₹1239,299,Very Good
1913,goa,Hotel O Ferns Guest House,North Goa,₹6115,80%,₹978,13,Very Good
1914,goa,SPOT ON SR Dream Home,Saligao,₹4844,68%,₹1238,21,Good
1915,goa,Collection O E Candolim Beach Resort,1.7 km from Candolim Beach,₹7134,76%,₹1379,3,Excellent
1916,goa,Hotel O Pradeep Guest House Near Baga Beach,Baga,₹5631,67%,₹1496,34,Fabulous
1917,goa,Collection O Holy Cross Home Stays,1St Bairo,₹6949,67%,₹1839,162,Excellent
1918,goa,Capital O Coco Farm Resort,Morjim,₹5949,72%,₹1379,59,Excellent
1919,goa,Hotel O Pravin Guest House,2.2 km from Calangute Beach,₹6370,76%,₹1231,69,Very Good
1920,goa,Collection O Joaquim Near Baga Beach,Titos Lane 2,₹12558,72%,₹2935,9,Fair
1921,goa,Hotel O Laxmi Empire,Siolim,₹7765,75%,₹1554,,
1922,goa,Collection O Candolim Near Candolim Beach,Vaddi Bardez,₹6412,72%,₹1510,182,Very Good
1923,goa,Hotel O Casa De Elevterio,near union Bank ,₹5381,67%,₹1420,35,Very Good
1924,goa,Hotel O Arambol Beach,Arambol,₹4889,73%,₹1108,105,Very Good
1925,goa,Super Townhouse Madgaon,Near Madgaon Railway Station,₹6315,68%,₹1712,694,Very Good
1926,goa,Hotel O Dewa Goa Hotel Near Dabolim Airport,Near Domino's,₹7759,71%,₹1784,27,Good
1927,goa,Super Collection O Calangute,Village Calangute Bardez,₹5941,67%,₹1619,259,Excellent
1928,goa,Hotel O Dabolim Near Goa International Airport,Dabolim,₹6652,68%,₹1757,712,Excellent
1929,goa,Palette Baga Near Titos Lane,Calangute Baga Road,₹8190,76%,₹1662,268,Good
1930,goa,Super Townhouse Morjim,Near Morjim Beach,₹6139,71%,₹1502,114,Very Good
1931,goa,Super Collection O Calangute Near Decathlon,Near Calangute Mall,₹6309,72%,₹1491,158,Very Good
1932,goa,Super Collection O Panjim Near Miramar Beach,Near Miramar Beach,₹6177,71%,₹1511,157,Fabulous
1933,goa,Townhouse Margao Near Railway Station formerly Hotel Tanish,Near Grace Church,₹4988,71%,₹1221,157,Very Good
1934,goa,Super Townhouse Candolim,Candolim,₹5829,70%,₹1434,354,Excellent
1935,goa,Super Collection O Sand Castles Miramar,Near Kamat Kinara,₹6187,72%,₹1446,129,Excellent
1936,goa,Palette Saligao Porvorim,Sangolda Chogm Road,₹8624,68%,₹2277,73,Very Good
1937,goa,Collection O Morjim,Morjim,₹6117,68%,₹1615,166,Very Good
1938,goa,Super Hotel O Porvorim,Bld. No. 179/55  Lane 3 Alto Bella Vista V.P. Sangolda Outer Road,₹7665,67%,₹2088,260,Excellent
1939,goa,Hotel O Benaulim Beach Goa,Colva Circle,₹5824,75%,₹1227,8,Very Good
1940,goa,Super Townhouse Calangute - Baga Circle,Near  Infantaria Bakery,₹10259,68%,₹2710,414,Excellent
1941,goa,SPOT ON 36887 PS Guest House,Opposite Fisherman's Wharf Restaurant,₹5096,75%,₹979,228,Fabulous
1942,gorakhpur,Hotel O Aayaansh,Gorakhpur,₹4135,68%,₹1054,55,Excellent
1943,gorakhpur,HOTAL O DREAM PALACE,In front of Jansewa kendra,₹3397,77%,₹626,55,Very Good
1944,gorakhpur,Hotel O R V Palce,241-S 241-S Madan Mohan Malviya engineering College Deoria road  Near RSM school Gorakhpur,₹3625,72%,₹823,63,Excellent
1945,gorakhpur,HOTEL O BLISS INN GUEST HOUSE,Near Hariyali Restaurant,₹3902,71%,₹893,121,Very Good
1946,gorakhpur,Hotel O Mayur Residency,C-11 2nd Floor C-11 2nd Floor2nd Floor Opposite Shiv Shakti Lawn Vardayani Lane Taramandalnullnull,₹3882,72%,₹883,1,Fabulous
1947,gorakhpur,Hotel O Nice Inn,Gorakhpur,₹3640,76%,₹693,5,Fabulous
1948,gorakhpur,Hotel O Pragati Inn,Gorakhpur,₹3659,71%,₹835,112,Very Good
1949,gorakhpur,Super Hotel O Krishna guest house and restaurant,khajnchi road,₹4671,72%,₹1072,6,Good
1950,gorakhpur,Hotel O Tapasya Palace,Near BRD Medical College,₹3902,71%,₹893,77,Good
1951,gorakhpur,Hotel O Kasol Inn ,Daudpur,₹3902,71%,₹893,403,Excellent
1952,gorakhpur,Hotel O Govind Guest House,1st Floor K.C.Tower,₹4368,72%,₹1009,4,Excellent
1953,gorakhpur,Super Hotel O Sada Shiv Guest House,Vijay Chowk,₹5887,67%,₹1575,41,Fabulous
1954,gorakhpur,Hotel O The Spark ,Divyanagar Gorakhpur,₹8462,71%,₹1976,125,Very Good
1955,gorakhpur,Hotel O Shaurya,Gorakhpur,₹2641,67%,₹686,435,Very Good
1956,gorakhpur,Hotel O CRK Inn,Near pannelal baggi wale Gorkhpur,₹2457,72%,₹550,403,Very Good
1957,gorakhpur,Super Hotel O The Whitehouse,Nearby Landmark- Near kali mandir,₹4312,67%,₹1142,1964,Excellent
1958,gorakhpur,Super Hotel O Sr Grand,Allahladpur Betiahta Road Near Munshi Premchand Park,,,,507,Excellent
1959,gorakhpur,Super Hotel O Sunrise Inn,Padri Bajar,,,,,
1960,gorakhpur,Super Collection O Paliwal's Paradise,Nath Nuero Centre,,,,,
1961,gorakhpur,Super Hotel O Royal Regency Palace,Sumer Sagar,,,,,
1962,gorakhpur,Super Townhouse Divyanagar formerly Shivam Grand Ranidiha Tiraha,Divya Nagar,₹3648,67%,₹994,416,Fabulous
1963,gorakhpur,Hotel O Dwarka In,Medical College Roadnull,₹3909,71%,₹883,84,Excellent
1964,gorakhpur,Super Collection O Ghanta Ghar,Near Ghanta Ghar,₹5269,68%,₹1392,547,Excellent
1965,gorakhpur,Super Hotel O Guest House Rr Inn,Near Ganesh Chowk ,₹4150,74%,₹861,2075,Very Good
1966,gorakhpur,Hotel O CHANDRA GUEST HOUSE ,HIG B -366Siddharth Enclave  Budh Vihar Deoria Bypass Road Bhagat Chauraha Taramandal,₹3640,73%,₹795,6,Good
1967,gorakhpur,Super Hotel O SINGH GUEST HOUSE & RESTRO,Gorakhpur,₹3324,73%,₹713,89,Very Good
1968,gorakhpur,Super Townhouse GIDA Near RTO Office,Sahjanwa,₹4029,67%,₹1052,30,Excellent
1969,gorakhpur,Super Hotel O 820943 Hotel The Vindh,Plot number -11 Semari Rd Hakkabad Upadhavlee Semari Rd Hakkabad Upadhavlee Zoo Road Near Aatamdeep Vidyalaya Siktaur Gorakhpur,₹3385,73%,₹733,388,Excellent
1970,gorakhpur,Hotel O Dwarika Guest House ,Near Shriram Guest house,₹3640,75%,₹728,6,Fabulous
1971,gorakhpur,Super Hotel O Tulip Inn,Near Daudpur Kaali Mandir,₹4714,72%,₹1073,1342,Very Good
1972,gorakhpur,HOTEL O JSR GUEST HOUSE ,Maharajganj,₹3419,71%,₹779,2,Fabulous
1973,gorakhpur,Hotel O S.R Residency ,Near Shiv Mandir,₹3397,72%,₹763,14,Good
1974,gorakhpur,Hotel O Golden Tulip’z,Daudpur,₹5325,68%,₹1374,337,Fabulous
1975,gorakhpur,Hotel O SIDDHIVINAYAK GUEST HOUSE & RESTAURANT,Hanuman Mandir gali,₹3129,72%,₹696,33,Very Good
1976,gorakhpur,Hotel O RED CARPET HOTEL & BANQUET,Buddh Vihar Part A,₹5775,72%,₹1308,425,Good
1977,gorakhpur,Super Hotel O Kalpna Inn,Gorakhpur. UP. ,₹4948,71%,₹1137,690,Very Good
1978,gorakhpur,Hotel O Aman Guest House ,Gorakhpur sanauli road,₹3344,72%,₹760,2,Fabulous
1979,gorakhpur,Super 827055 Hotel Manyam Palace,Taramandal Part Anull,₹3875,71%,₹915,198,Very Good
1980,gorakhpur,Super Hotel O RS INN ,Near SBI,₹3837,68%,₹988,84,Fabulous
1981,gorakhpur,Hotel O Relax Inn Near Madhav Lawn,Taramandalnullnull,₹4489,75%,₹903,28,Very Good
1982,guntur,Hotel O Amaravathi Road Annapurna Nagar,Annapurna Nagar,₹3912,67%,₹1065,639,Very Good
1983,guntur,Super Hotel O Guntur,Gunturi Vari Thota,₹5258,72%,₹1247,51,Excellent
1984,guntur,Hotel O V Guest In ,Bapatla ,₹3091,71%,₹700,10,Good
1985,guntur,SPOT ON Swarna Mayuri,Opposite To Bus Stand,₹2424,70%,₹581,367,Fair
1986,guntur,Super Hotel O Aditya Premier,Lakshmipuramnull,₹3091,67%,₹808,104,Fabulous
1987,guntur,Hotel O Aditya Grand Inn,4/1 Arundelpet 4th Lane,₹3152,68%,₹811,599,Excellent
1988,guntur,Capital O Aditya Grand,Mallikarjunpet,₹3344,71%,₹785,433,Excellent
1989,guntur,Hotel O Varsha Grand Residence,Near NTR Bus stand,₹2799,68%,₹697,293,Good
1990,guntur,SPOT ON Sri Surya Lodge,Near shivalayam,₹2282,74%,₹462,61,Fair
1991,guntur,Hotel O Vididhi Guest In ,Guntur,₹2938,71%,₹664,36,Very Good
1992,guntur,Hotel O MOON LIGHT GUEST ROOMS,perecherla,₹3924,71%,₹914,49,Good
1993,guntur,Hotel O GANESH MAHALAKMI INN,Near Mahatma Gandhi Inner Ring Road,₹2951,71%,₹689,8,Excellent
1994,guntur,Hotel O Relax Guest Rooms,Guntur,₹2939,72%,₹664,63,Good
1995,guntur,Hotel O Jaya Fortune ,Srinagar Road,₹3640,73%,₹785,59,Good
1996,guntur,Hotel O Sri New Sai Chandra,Near Railway Station Rail pate 2nd line Guntur.,₹3318,67%,₹871,77,Very Good
1997,guntur,Hotel O J3 LUXURY ROOMS,JKC college to RTO office Road,₹3441,68%,₹863,242,Excellent
1998,guntur,Hotel O Rajadhani,Amaravathi Roadnull,₹2939,67%,₹768,5,Very Good
1999,guntur,Hotel O Sea Coast Sunny Resort,BAPATLA,₹3851,72%,₹881,,
2000,gurgaon,Townhouse Sector 4 Gurgaon,Laxman Vihar Phase 2,₹3294,71%,₹806,58,Very Good
2001,gurgaon,Hotel O Star hotel ,Near Bus Stand,₹3739,73%,₹813,11,Excellent
2002,gurgaon,Super Collection O Sector 45 Near Huda Metro Station,Near Huda Metro Station,₹4447,68%,₹1174,671,Excellent
2003,gurgaon,Collection O Sadar Bazar Gurgaon,Sadar Bazar,₹3801,72%,₹868,170,Very Good
2004,gurgaon,Townhouse Delight Inn,Opposite Medanta Hospital,₹3927,68%,₹1003,4,Excellent
2005,gurgaon,Hotel O Sheetla Colony,Vaka Siwana Mauza,₹3349,71%,₹762,208,Fabulous
2006,gurgaon,Hotel O Star Corporate Suite,A-249 Sector 72,₹3888,71%,₹890,145,Very Good
2007,gurgaon,Super Hotel O Cyber City Phase 3,Phase 3,₹5055,71%,₹1200,117,Excellent
2008,gurgaon,Super Townhouse Sector 62 Gurgaon Near World Mark,Near Indira Gandhi Hospital,₹6099,68%,₹1611,113,Very Good
2009,gurgaon,SPOT ON Main View Guest House Near Leisure Valley Park,Near sheetla mata mandir,₹1587,68%,₹385,330,Excellent
2010,gurgaon,Super Townhouse Mayfield Garden Nearby Golf course road,Golf Course Road,₹3185,67%,₹835,25,Very Good
2011,gurgaon,Hotel O AR SUITES,near toll plaza Kherki daula,₹3321,72%,₹755,1448,Excellent
2012,gurgaon,Super Townhouse Oak Udyog Vihar,Udyog Vihar,₹6884,68%,₹1817,1362,Very Good
2013,gurgaon,Hotel O Samrat,Near Bus Stand,₹2505,71%,₹575,183,Fabulous
2014,gurgaon,Super Collection O AMV Hotels,Opposite mall 51,₹4170,73%,₹916,2,Very Good
2015,gurgaon,Collection O Candlewood,sohna rural,₹2609,71%,₹592,85,Very Good
2016,gurgaon,Hotel O Chawla's Hotel & Restaurant,Near Golden City,₹2687,72%,₹599,11,Excellent
2017,gurgaon,Hotel O RM Homes,Dlf phase 3,₹3377,72%,₹760,280,Very Good
2018,gurgaon,Super Collection O Queen Residency,Near Queens Plaza,₹3114,72%,₹706,385,Very Good
2019,gurgaon,Super Hotel O Shubham Guest House,Islampur Colony,₹3064,74%,₹631,,
2020,gurgaon,Collection O Satguru House,Gurgaon,₹2938,75%,₹583,27,Excellent
2021,gurgaon,Super Hotel O Sector 52 Gurgaon,Sector 52,₹4268,68%,₹1128,205,Very Good
2022,gurgaon,Hotel O Circle Residency ,Near Alpine Convent school,₹2697,72%,₹606,7,Fair
2023,gurgaon,Collection O Sunshine Corporate Suite,Near Medanta Hospital,₹4079,72%,₹935,66,Very Good
2024,gurgaon,Super Hotel O Gurgaon Old Town,Near Dharam Colony,₹5252,68%,₹1387,730,Excellent
2025,gurgaon,Collection O NUAB house,Sushant Lok-1,₹3226,77%,₹571,47,Very Good
2026,gurgaon,Hotel O POP Raj Group Near Omaxe Gurgaon Mall,Fj Gurugram,₹1877,63%,₹547,557,Very Good
2027,gurgaon,Super silver key Huda star Mall near appu Ghar,Near Star Mall,₹4611,67%,₹1223,1094,Very Good
2028,gurgaon,Super Townhouse Geetanjali Inn,Sector 8,₹3594,68%,₹916,85,Excellent
2029,gurgaon,Super Hotel O Sector 43 Gurgaon,Near American Express,₹5198,72%,₹1228,145,Fair
2030,gurgaon,Hotel O Deffodils,DLF phase 3 T block sector -24 T24/27DLF phase 3,₹2377,71%,₹542,50,Good
2031,gurgaon,JAI DADA STAY,sohna road,₹3154,75%,₹605,250,Very Good
2032,gurgaon,Royal Hotel,Galleria Market,₹3154,69%,₹769,194,Excellent
2033,gurgaon,Townhouse Sector 57 Gurgaon Near Hong Kong Bazaar,Sushant Lok 2,₹5792,72%,₹1375,781,Excellent
2034,gurgaon,Townhouse South City 2 Sector 49 Gurgaon,Omaxe Mall,₹4204,68%,₹1065,23,Very Good
2035,gurgaon,Super Hotel O Rathi,house no 1 gali no 5 vatika kunj new village,₹2474,72%,₹539,3,Fabulous
2036,gurgaon,Hotel O vagmi Residency -1,Phase -1,₹3178,71%,₹721,10,Fair
2037,gurgaon,Hotel Royal Spark Inn,Sector 38,₹2912,76%,₹530,19,Good
2038,gurgaon,Hotel O Parvesh,FarukNagar,₹1920,64%,₹542,299,Excellent
2039,gurgaon,Hotel O Shree Jee Inn Guest House,Gurugram,₹2280,70%,₹539,,
2040,gurgaon,Collection O Townhouse 069,Plot No.28/18,₹3272,71%,₹755,262,Very Good
